Image_Number,Master_Run_Number,PC_Time,GPS_Time,UTC_Time,Pressure(hPa),North(mm),East(mm),Down(mm),Distance(mm),H_RTK_Accuracy(mm),V_RTK_Accuracy(mm),N_SATS_RTK,Flags,Latitude(deg),Longitude(deg),Height(m),H_Accuracy(mm),V_Accuracy(mm),N_Sats
31,35,2021-08-06 16:28:25.418290,2021-08-06 08:28:42.700000,2021-8-6 8:28:24.699999904,1300,1406,-9316,-1119,9487.721170017592,135,217,15,4,1.2847237021835847,103.81158890053241,38.764613853118206,1306,2286,15
31,35,2021-08-06 16:28:25.517998,2021-08-06 08:28:42.800000,2021-8-6 8:28:24.799999903,1300,1437,-9274,-1125,9451.860663382633,131,213,15,4,1.2847239357933995,103.81158926817751,38.77005309564513,1221,2141,15
31,35,2021-08-06 16:28:25.616005,2021-08-06 08:28:42.900000,2021-8-6 8:28:24.899999903,1300,1458,-9236,-1122,9417.44891146217,124,203,15,4,1.2847241020061515,103.81158957702071,38.76658684088275,1159,2035,15
31,35,2021-08-06 16:28:25.872716,2021-08-06 08:28:43.000000,2021-8-6 8:28:24.999999903,1300,1479,-9200,-1106,9383.53222406147,115,190,15,4,1.2847242666136727,103.8115898479667,38.76063212201519,1135,1994,15
31,35,2021-08-06 16:28:25.891661,2021-08-06 08:28:43.100000,2021-8-6 8:28:25.099999905,1300,1493,-9161,-1097,9346.46344881314,116,193,15,4,1.284724346388079,103.81159013235008,38.75862167593353,1163,2043,15
31,35,2021-08-06 16:28:25.918198,2021-08-06 08:28:43.200000,2021-8-6 8:28:25.199999904,1300,1492,-9115,-1089,9300.280103308716,118,193,15,4,1.2847242636682545,103.81159047147389,38.75791380786771,1146,2013,15
31,35,2021-08-06 16:28:26.034984,2021-08-06 08:28:43.300000,2021-8-6 8:28:25.299999903,1300,1479,-9077,-1084,9260.36856717917,99,157,15,4,1.2847240998456657,103.81159082244956,38.760363620166345,1115,1957,15
31,35,2021-08-06 16:28:26.119853,2021-08-06 08:28:43.400000,2021-8-6 8:28:25.399999903,1300,1463,-9042,-1073,9222.226520748663,97,154,15,4,1.284723955966888,103.81159115354733,38.757836829945155,1101,1932,15
32,36,2021-08-06 16:28:26.222784,2021-08-06 08:28:43.500000,2021-8-6 8:28:25.499999903,1300,1437,-9003,-1067,9179.186619739246,104,164,15,4,1.2847237133134033,103.81159154965752,38.75641681812203,1056,1851,15
32,36,2021-08-06 16:28:26.314641,2021-08-06 08:28:43.600000,2021-8-6 8:28:25.599999904,1300,1413,-8962,-1059,9134.303148023937,119,164,15,4,1.2847234417704576,103.81159188871473,38.75853454648206,1194,2059,15
32,36,2021-08-06 16:28:26.421581,2021-08-06 08:28:43.700000,2021-8-6 8:28:25.699999904,1300,1388,-8900,-1076,9071.621685233573,121,166,15,4,1.284723179243545,103.81159240237231,38.77828889343066,1172,1993,15
32,36,2021-08-06 16:28:26.611328,2021-08-06 08:28:43.800000,2021-8-6 8:28:25.799999903,1300,1357,-8863,-1062,9028.956861121887,116,158,15,4,1.2847228292337818,103.81159266512311,38.77102475057273,1178,1976,15
32,36,2021-08-06 16:28:26.619291,2021-08-06 08:28:43.900000,2021-8-6 8:28:25.899999902,1300,1324,-8832,-1055,8992.787387679084,120,163,15,4,1.2847224725436106,103.8115929129566,38.77481879918867,1208,1999,15
32,36,2021-08-06 16:28:26.883317,2021-08-06 08:28:44.000000,2021-8-6 8:28:25.999999902,1300,1286,-8803,-1050,8958.186479416467,132,178,15,4,1.284722095011707,103.81159316985323,38.78207715625147,1196,1955,15
32,36,2021-08-06 16:28:26.901255,2021-08-06 08:28:44.100000,2021-8-6 8:28:26.099999904,1300,1242,-8772,-1054,8921.965254359602,134,176,14,4,1.2847216839474769,103.81159337402774,38.791240562719196,1298,2091,14
32,36,2021-08-06 16:28:26.913249,2021-08-06 08:28:44.200000,2021-8-6 8:28:26.199999903,1300,1194,-8770,-1048,8912.734709391949,140,183,14,4,1.2847212396231056,103.81159335274137,38.79276284850892,1410,2239,14
32,36,2021-08-06 16:28:27.052227,2021-08-06 08:28:44.300000,2021-8-6 8:28:26.299999903,1300,1161,-8755,-1067,8895.866174802766,320,415,14,4,1.2847208764100573,103.81159325580848,38.77650571308319,1339,2099,14
32,36,2021-08-06 16:28:27.114183,2021-08-06 08:28:44.400000,2021-8-6 8:28:26.399999903,1300,1112,-8760,-1077,8895.73341552005,297,386,14,4,1.2847204566445427,103.81159309145826,38.77134941613603,1333,2064,14
32,36,2021-08-06 16:28:27.230869,2021-08-06 08:28:44.500000,2021-8-6 8:28:26.499999902,1300,1066,-8768,-1063,8896.299736407267,299,390,15,4,1.2847200316802097,103.81159292826501,38.76517224209194,1406,2193,15
32,36,2021-08-06 16:28:27.293081,2021-08-06 08:28:44.600000,2021-8-6 8:28:26.599999903,1300,1015,-8753,-1106,8880.79219439347,292,380,15,4,1.2847196004333563,103.81159324974611,38.84005392821106,1344,2110,15
32,36,2021-08-06 16:28:27.422530,2021-08-06 08:28:44.700000,2021-8-6 8:28:26.699999903,1300,964,-8749,-1103,8870.78948008575,251,340,15,4,1.2847192277929527,103.81159346519593,38.84866597572345,1372,2185,15
32,36,2021-08-06 16:28:27.520340,2021-08-06 08:28:44.800000,2021-8-6 8:28:26.799999903,1300,910,-8732,-1114,8849.684740147526,210,297,15,4,1.2847188001623888,103.8115936592007,38.85496720014243,1289,2084,15
32,36,2021-08-06 16:28:27.618697,2021-08-06 08:28:44.900000,2021-8-6 8:28:26.899999902,1300,854,-8715,-1125,8828.712590179839,193,281,15,4,1.2847183485856177,103.81159383067484,38.86095207443359,1297,2126,15
32,36,2021-08-06 16:28:27.882089,2021-08-06 08:28:45.000000,2021-8-6 8:28:26.999999902,1300,807,-8688,-1131,8798.394967265336,183,274,15,4,1.284718007692623,103.81159418333881,38.86658961405257,1211,2011,15
32,36,2021-08-06 16:28:27.900040,2021-08-06 08:28:45.100000,2021-8-6 8:28:27.099999903,1300,760,-8654,-1128,8760.234015139093,180,273,15,4,1.2847176908513085,103.81159470038932,38.862990885716556,1304,2192,15
32,36,2021-08-06 16:28:27.919561,2021-08-06 08:28:45.200000,2021-8-6 8:28:27.199999903,1300,712,-8616,-1137,8719.814734270447,177,273,15,4,1.2847173797581461,103.81159525527838,38.866202730103744,1355,2305,15
32,36,2021-08-06 16:28:28.017477,2021-08-06 08:28:45.300000,2021-8-6 8:28:27.299999903,1300,661,-8576,-1128,8675.083918902455,154,223,15,4,1.2847170697001644,103.81159582391199,38.86823134748817,1279,2200,15
32,36,2021-08-06 16:28:28.097358,2021-08-06 08:28:45.400000,2021-8-6 8:28:27.399999902,1300,622,-8529,-1138,8627.037092768292,151,223,15,4,1.28471676724128,103.81159633132495,38.88455467512144,1319,2292,15
33,37,2021-08-06 16:28:28.231304,2021-08-06 08:28:45.500000,2021-8-6 8:28:27.499999903,1300,584,-8472,-1131,8567.088245139068,137,206,15,4,1.2847164063089378,103.81159677252856,38.87494736576994,1310,2298,15
33,37,2021-08-06 16:28:28.292306,2021-08-06 08:28:45.600000,2021-8-6 8:28:27.599999903,1300,539,-8420,-1127,8512.170698476388,136,206,15,4,1.2847160217484952,103.81159723060009,38.87095828460771,1260,2230,15
33,37,2021-08-06 16:28:28.421270,2021-08-06 08:28:45.700000,2021-8-6 8:28:27.699999902,1300,512,-8353,-1124,8443.821942698698,123,189,15,4,1.284715780561212,103.81159772036844,38.86030744327,1304,2327,15
33,37,2021-08-06 16:28:28.607337,2021-08-06 08:28:45.800000,2021-8-6 8:28:27.799999902,1300,477,-8302,-1123,8391.177628914787,126,195,15,4,1.2847155074992285,103.8115981598286,38.86921157526276,1177,2117,15
33,37,2021-08-06 16:28:28.613365,2021-08-06 08:28:45.900000,2021-8-6 8:28:27.899999902,1300,456,-8233,-1118,8321.06657826988,101,159,15,4,1.2847153183898632,103.81159863409391,38.86272362257003,1256,2272,15
33,37,2021-08-06 16:28:28.884873,2021-08-06 08:28:46.000000,2021-8-6 8:28:27.999999904,1300,440,-8168,-1108,8254.54347617117,121,193,15,4,1.2847152504116874,103.81159920666751,38.85331694760407,1186,2155,15
33,37,2021-08-06 16:28:28.889858,2021-08-06 08:28:46.100000,2021-8-6 8:28:28.099999903,1300,426,-8096,-1103,8181.888596161647,119,191,15,4,1.2847151693530372,103.81159975151381,38.83688358580347,1130,2062,15
33,37,2021-08-06 16:28:28.929367,2021-08-06 08:28:46.200000,2021-8-6 8:28:28.199999903,1300,409,-8034,-1093,8118.317929226472,111,182,15,4,1.284715111164091,103.81160036267555,38.832343672854215,1082,1986,15
33,37,2021-08-06 16:28:28.994520,2021-08-06 08:28:46.300000,2021-8-6 8:28:28.299999903,1300,396,-7963,-1085,8046.3289766203325,129,203,15,4,1.284715069240828,103.81160098014335,38.81740066157684,1120,2065,15
33,37,2021-08-06 16:28:29.123758,2021-08-06 08:28:46.400000,2021-8-6 8:28:28.399999902,1300,398,-7901,-1071,7983.185203914538,130,208,15,4,1.2847151711363687,103.8116016609909,38.81638618226462,1152,2135,15
33,37,2021-08-06 16:28:29.230862,2021-08-06 08:28:46.500000,2021-8-6 8:28:28.499999903,1300,409,-7825,-1063,7907.456923689183,125,204,15,4,1.2847152988921338,103.81160233878352,38.80771384385716,1091,2032,15
33,37,2021-08-06 16:28:29.290178,2021-08-06 08:28:46.600000,2021-8-6 8:28:28.599999903,1300,414,-7762,-1054,7844.16700485144,123,203,15,4,1.2847154119318165,103.8116029804844,38.79861261614777,1073,2007,15
33,37,2021-08-06 16:28:29.427941,2021-08-06 08:28:46.700000,2021-8-6 8:28:28.699999902,1300,423,-7688,-1048,7770.62269062139,117,194,15,4,1.284715567571209,103.81160374675733,38.80780648364305,1059,1988,15
33,37,2021-08-06 16:28:29.530486,2021-08-06 08:28:46.800000,2021-8-6 8:28:28.799999902,1300,447,-7620,-1059,7706.211131288838,106,156,15,4,1.2847158302600128,103.81160436947897,38.81592665056071,952,1776,15
33,37,2021-08-06 16:28:29.594344,2021-08-06 08:28:46.900000,2021-8-6 8:28:28.899999902,1300,476,-7563,-1057,7651.326290258441,117,170,15,4,1.2847161161518195,103.81160493140706,38.81411522492081,978,1814,15
33,37,2021-08-06 16:28:29.881355,2021-08-06 08:28:47.000000,2021-8-6 8:28:28.999999901,1300,503,-7532,-1028,7618.452401898958,177,230,15,4,1.2847164595700746,103.81160554286157,38.7909075054706,1051,1933,15
33,37,2021-08-06 16:28:29.898302,2021-08-06 08:28:47.100000,2021-8-6 8:28:29.099999906,1300,539,-7486,-1019,7574.237783434053,180,234,15,4,1.2847168022417426,103.8116060694911,38.768710059808086,1100,2008,15
33,37,2021-08-06 16:28:29.918874,2021-08-06 08:28:47.200000,2021-8-6 8:28:29.199999906,1300,572,-7445,-1016,7535.745815776962,181,234,15,4,1.284717125054993,103.81160654761173,38.74901824115865,1045,1894,15
33,37,2021-08-06 16:28:30.020106,2021-08-06 08:28:47.300000,2021-8-6 8:28:29.299999907,1300,605,-7403,-986,7492.838580938468,205,271,15,4,1.2847174747533603,103.81160718418876,38.709263876875546,1109,1998,15
33,37,2021-08-06 16:28:30.120771,2021-08-06 08:28:47.400000,2021-8-6 8:28:29.399999906,1300,641,-7356,-1000,7451.2829096740115,204,269,15,4,1.2847178488344217,103.81160781601675,38.70377605965869,1059,1897,15
33,37,2021-08-06 16:28:30.224832,2021-08-06 08:28:47.500000,2021-8-6 8:28:29.499999906,1300,680,-7312,-1004,7411.866161770597,204,270,15,4,1.2847182436731386,103.81160842254484,38.69457180743835,1130,2016,15
34,38,2021-08-06 16:28:30.289548,2021-08-06 08:28:47.600000,2021-8-6 8:28:29.599999906,1300,722,-7260,-1005,7364.706986703544,209,275,15,4,1.284718631211668,103.81160899585713,38.678684668075476,1209,2147,15
34,38,2021-08-06 16:28:30.415781,2021-08-06 08:28:47.700000,2021-8-6 8:28:29.699999906,1300,763,-7211,-993,7318.930181385801,189,249,14,4,1.284718984896929,103.81160951634101,38.656272662608245,1231,2166,15
34,38,2021-08-06 16:28:30.600518,2021-08-06 08:28:47.800000,2021-8-6 8:28:29.799999905,1300,813,-7159,-985,7272.0337595476,165,218,14,4,1.2847194395300523,103.81161008560629,38.64857641551496,1193,2084,15
34,38,2021-08-06 16:28:30.624597,2021-08-06 08:28:47.900000,2021-8-6 8:28:29.899999905,1300,863,-7126,-969,7243.1765131052825,161,213,14,4,1.2847198780791007,103.81161044794939,38.640584811047674,1257,2179,15
34,38,2021-08-06 16:28:30.840736,2021-08-06 08:28:48.000000,2021-8-6 8:28:29.999999904,1300,922,-7084,-984,7211.1993454625845,164,216,15,4,1.2847203834732885,103.81161080108244,38.67299002342971,1207,2095,15
34,38,2021-08-06 16:28:30.847225,2021-08-06 08:28:48.100000,2021-8-6 8:28:30.099999908,1300,976,-7031,-1025,7172.040295480778,173,228,15,4,1.2847208291542918,103.81161122528934,38.72194122187762,1308,2276,15
34,38,2021-08-06 16:28:30.918171,2021-08-06 08:28:48.200000,2021-8-6 8:28:30.199999907,1300,1027,-6974,-1033,7124.499561372714,149,206,15,4,1.284721215156767,103.81161166250345,38.7520738441615,1290,2259,15
34,38,2021-08-06 16:28:31.019378,2021-08-06 08:28:48.300000,2021-8-6 8:28:30.299999907,1300,1082,-6911,-1029,7070.465755521343,169,240,15,4,1.284721624216885,103.81161216405464,38.760151594291045,1231,2151,15
34,38,2021-08-06 16:28:31.099442,2021-08-06 08:28:48.400000,2021-8-6 8:28:30.399999907,1300,1121,-6855,-1033,7022.446511010247,148,214,15,4,1.284721908544587,103.81161262308707,38.783067672213306,1252,2186,15
34,38,2021-08-06 16:28:31.225063,2021-08-06 08:28:48.500000,2021-8-6 8:28:30.499999906,1300,1155,-6793,-1042,6968.833331340333,136,199,15,4,1.2847221740302344,103.81161313941445,38.8091383101902,1171,2041,15
34,38,2021-08-06 16:28:31.318657,2021-08-06 08:28:48.600000,2021-8-6 8:28:30.599999906,1300,1192,-6723,-1043,6907.057405292068,138,204,15,4,1.2847224513031075,103.81161370691663,38.83119528163146,1164,2026,15
34,38,2021-08-06 16:28:31.425187,2021-08-06 08:28:48.700000,2021-8-6 8:28:30.699999906,1300,1222,-6655,-1030,6844.209888657711,138,206,15,4,1.2847226967874756,103.81161428036606,38.8423743480937,1150,1999,15
34,38,2021-08-06 16:28:31.520034,2021-08-06 08:28:48.800000,2021-8-6 8:28:30.799999905,1300,1245,-6593,-1026,6787.514272544847,131,198,15,4,1.2847228827225168,103.81161480990758,38.856268642053536,1288,2235,15
34,38,2021-08-06 16:28:31.616976,2021-08-06 08:28:48.900000,2021-8-6 8:28:30.899999905,1300,1259,-6523,-1036,6723.682473169,126,192,15,4,1.2847229726685885,103.81161539022736,38.88754892719841,1287,2231,15
34,38,2021-08-06 16:28:31.852328,2021-08-06 08:28:49.000000,2021-8-6 8:28:30.999999904,1300,1263,-6467,-1044,6671.3712233693,220,279,15,4,1.2847230179712057,103.81161589014779,38.91428853407463,1596,2734,15
34,38,2021-08-06 16:28:31.870276,2021-08-06 08:28:49.100000,2021-8-6 8:28:31.099999906,1300,1270,-6396,-1041,6603.438271082724,217,278,15,4,1.2847230483250258,103.81161641117706,38.91474556466824,1640,2778,15
34,38,2021-08-06 16:28:31.907827,2021-08-06 08:28:49.200000,2021-8-6 8:28:31.199999906,1300,1262,-6323,-1027,6528.989355175883,214,269,15,4,1.2847229513639515,103.81161696877544,38.9043992462954,1612,2701,15
34,38,2021-08-06 16:28:32.022315,2021-08-06 08:28:49.300000,2021-8-6 8:28:31.299999905,1300,1231,-6275,-1029,6476.868610679084,154,195,15,4,1.284722674274918,103.81161733120781,38.90626042840243,1641,2720,15
34,38,2021-08-06 16:28:32.107920,2021-08-06 08:28:49.400000,2021-8-6 8:28:31.399999905,1300,1189,-6214,-1044,6412.289216808612,162,205,15,4,1.284722275966383,103.8116177860979,38.92639079194137,1674,2747,15
34,38,2021-08-06 16:28:32.221591,2021-08-06 08:28:49.500000,2021-8-6 8:28:31.499999904,1300,1144,-6165,-1041,6356.071270840188,163,206,15,4,1.2847218312963353,103.8116180799885,38.91458982245237,1663,2703,15
35,39,2021-08-06 16:28:32.311806,2021-08-06 08:28:49.600000,2021-8-6 8:28:31.599999906,1300,1101,-6114,-1025,6296.334012741065,157,198,15,4,1.284721390968886,103.81161840097897,38.89210627710224,1663,2680,15
35,39,2021-08-06 16:28:32.409084,2021-08-06 08:28:49.700000,2021-8-6 8:28:31.699999905,1300,1043,-6082,-1008,6252.570431430581,151,190,15,4,1.2847208322175878,103.81161859107259,38.87179125136997,1676,2678,15
35,39,2021-08-06 16:28:32.585976,2021-08-06 08:28:49.800000,2021-8-6 8:28:31.799999905,1300,985,-6049,-1014,6211.99018028844,155,195,15,4,1.2847202889143179,103.81161881375589,38.87355991230476,1670,2648,15
35,39,2021-08-06 16:28:32.613788,2021-08-06 08:28:49.900000,2021-8-6 8:28:31.899999905,1300,926,-6012,-1020,6167.821333339674,182,228,15,4,1.2847197032546238,103.81161901197035,38.874416317620394,1665,2619,15
35,39,2021-08-06 16:28:32.868138,2021-08-06 08:28:50.000000,2021-8-6 8:28:31.999999905,1300,874,-5978,-1018,6126.718860858559,167,207,15,4,1.284719190774184,103.81161889861333,38.820853130302694,1757,2758,15
35,39,2021-08-06 16:28:32.887041,2021-08-06 08:28:50.100000,2021-8-6 8:28:32.099999907,1300,819,-5934,-1026,6077.4824557541915,171,211,15,4,1.2847186841171803,103.81161897254623,38.79102474629119,1661,2604,15
35,39,2021-08-06 16:28:32.891028,2021-08-06 08:28:50.200000,2021-8-6 8:28:32.199999907,1300,760,-5899,-1031,6036.452766318975,211,260,15,4,1.2847181387645883,103.81161911064727,38.77906039055859,1571,2466,15
35,39,2021-08-06 16:28:33.017694,2021-08-06 08:28:50.300000,2021-8-6 8:28:32.299999906,1300,699,-5873,-1039,6005.018817622473,154,191,15,4,1.2847176300195347,103.81161921699821,38.769954088267006,1409,2212,15
35,39,2021-08-06 16:28:33.116186,2021-08-06 08:28:50.400000,2021-8-6 8:28:32.399999906,1300,646,-5826,-1062,5957.1332031439415,160,197,15,4,1.2847171700134332,103.81161938446976,38.754283961601836,1360,2138,15
35,39,2021-08-06 16:28:33.227697,2021-08-06 08:28:50.500000,2021-8-6 8:28:32.499999906,1300,584,-5793,-1067,5919.323778946376,166,204,15,4,1.284716758154447,103.81161992536171,38.749021366086396,1509,2414,15
35,39,2021-08-06 16:28:33.322754,2021-08-06 08:28:50.600000,2021-8-6 8:28:32.599999910,1300,518,-5756,-1066,5876.752164248549,164,201,15,4,1.284716338237024,103.81162054003107,38.73789136283562,1452,2361,15
35,39,2021-08-06 16:28:33.418578,2021-08-06 08:28:50.700000,2021-8-6 8:28:32.699999909,1300,459,-5708,-1063,5824.252226681121,138,177,15,4,1.2847159696820165,103.81162129666114,38.73395193524176,1463,2415,15
35,39,2021-08-06 16:28:33.519604,2021-08-06 08:28:50.800000,2021-8-6 8:28:32.799999909,1300,408,-5655,-1060,5767.936286055871,108,143,15,4,1.2847156516995593,103.8116219689754,38.71216468975716,1417,2374,15
35,39,2021-08-06 16:28:33.617128,2021-08-06 08:28:50.900000,2021-8-6 8:28:32.899999909,1300,360,-5590,-1071,5703.0466419274535,114,155,15,4,1.2847153848062451,103.81162276811939,38.70249165745843,1415,2402,15
35,39,2021-08-06 16:28:33.859121,2021-08-06 08:28:51.000000,2021-8-6 8:28:32.999999909,1300,321,-5528,-1073,5640.315062121973,123,170,15,4,1.2847151438061364,103.81162353000012,38.701675634249455,1319,2267,15
35,39,2021-08-06 16:28:33.877065,2021-08-06 08:28:51.100000,2021-8-6 8:28:33.099999909,1300,293,-5449,-1082,5563.10830381721,116,163,15,4,1.284714987328548,103.81162436783255,38.70222800023158,1278,2223,15
35,39,2021-08-06 16:28:33.919062,2021-08-06 08:28:51.200000,2021-8-6 8:28:33.199999908,1300,263,-5384,-1080,5497.547180334153,125,177,15,4,1.2847148551919039,103.81162519146334,38.70053134901845,1217,2139,15
35,39,2021-08-06 16:28:34.025261,2021-08-06 08:28:51.300000,2021-8-6 8:28:33.299999908,1300,238,-5319,-1067,5430.183606472253,107,154,15,4,1.2847147016628981,103.8116258860881,38.676723005100975,1191,2115,15
35,39,2021-08-06 16:28:34.122144,2021-08-06 08:28:51.400000,2021-8-6 8:28:33.399999908,1300,217,-5263,-1076,5376.247204137845,110,162,15,4,1.2847146726335976,103.81162667709687,38.68408241715618,1236,2229,15
35,39,2021-08-06 16:28:34.228809,2021-08-06 08:28:51.500000,2021-8-6 8:28:33.499999914,1300,202,-5206,-1061,5316.85630800758,97,144,15,4,1.2847146522534065,103.81162738943715,38.65791875595714,1183,2162,15
36,40,2021-08-06 16:28:34.321611,2021-08-06 08:28:51.600000,2021-8-6 8:28:33.599999913,1300,183,-5128,-1060,5239.606187491575,162,197,15,4,1.284714592702817,103.81162823387622,38.64000006694062,1193,2196,15
36,40,2021-08-06 16:28:34.429698,2021-08-06 08:28:51.700000,2021-8-6 8:28:33.699999913,1300,174,-5054,-1043,5163.433063379442,152,184,15,4,1.284714587776072,103.81162899638757,38.60138008644635,1219,2259,15
36,40,2021-08-06 16:28:34.606865,2021-08-06 08:28:51.800000,2021-8-6 8:28:33.799999913,1300,177,-4989,-1032,5097.693007626097,161,193,15,4,1.284714770916006,103.81162993572609,38.59739160017016,1194,2225,15
36,40,2021-08-06 16:28:34.619101,2021-08-06 08:28:51.900000,2021-8-6 8:28:33.899999913,1300,192,-4917,-1025,5026.3682714261995,170,210,15,4,1.2847150068687443,103.81163078366379,38.58358117131043,1194,2215,15
36,40,2021-08-06 16:28:34.861352,2021-08-06 08:28:52.000000,2021-8-6 8:28:33.999999912,1300,216,-4846,-1019,4956.685687029187,158,194,15,4,1.2847152488387035,103.81163137171185,38.550015110110586,1226,2265,15
36,40,2021-08-06 16:28:34.877698,2021-08-06 08:28:52.100000,2021-8-6 8:28:34.099999912,1300,241,-4798,-993,4905.60230756632,146,183,15,4,1.2847155279295548,103.81163191116732,38.51801233876002,1301,2402,15
36,40,2021-08-06 16:28:34.919620,2021-08-06 08:28:52.200000,2021-8-6 8:28:34.199999912,1300,267,-4740,-977,4847.000928409237,169,214,15,4,1.2847157629658654,103.81163248589625,38.505322275069474,1233,2257,15
36,40,2021-08-06 16:28:35.018651,2021-08-06 08:28:52.300000,2021-8-6 8:28:34.299999911,1300,301,-4668,-973,4777.818958478858,148,188,15,4,1.284716054801533,103.81163308968516,38.50361914517587,1212,2202,15
36,40,2021-08-06 16:28:35.115147,2021-08-06 08:28:52.400000,2021-8-6 8:28:34.399999911,1300,333,-4612,-984,4727.545769212605,163,208,15,4,1.2847163431277708,103.81163359055664,38.50749973211942,1279,2306,15
36,40,2021-08-06 16:28:35.259123,2021-08-06 08:28:52.500000,2021-8-6 8:28:34.499999910,1300,374,-4557,-970,4674.080123403963,208,279,15,4,1.284716695833326,103.811634133464,38.50219123798654,1225,2199,15
36,40,2021-08-06 16:28:35.319322,2021-08-06 08:28:52.600000,2021-8-6 8:28:34.599999916,1300,416,-4497,-953,4615.655316420411,208,277,15,4,1.284717046882421,103.81163468971172,38.48960100992212,1171,2095,15
36,40,2021-08-06 16:28:35.414910,2021-08-06 08:28:52.700000,2021-8-6 8:28:34.699999916,1300,453,-4448,-948,4570.406655867725,215,285,15,4,1.2847173592201304,103.81163516746697,38.49029074692028,1207,2150,15
36,40,2021-08-06 16:28:35.516400,2021-08-06 08:28:52.800000,2021-8-6 8:28:34.799999915,1300,495,-4399,-957,4529.025833443656,209,277,15,4,1.2847177325761787,103.81163562425866,38.50319878222111,1212,2151,15
36,40,2021-08-06 16:28:35.611610,2021-08-06 08:28:52.900000,2021-8-6 8:28:34.899999915,1300,543,-4337,-953,4473.547473761735,196,270,14,4,1.2847181390043996,103.81163618170504,38.51393844960294,1186,2097,15
36,40,2021-08-06 16:28:35.885414,2021-08-06 08:28:53.000000,2021-8-6 8:28:34.999999915,1300,590,-4299,-953,4442.714260449348,215,295,14,4,1.2847185704987323,103.81163660177694,38.51977218817344,1210,2131,15
36,40,2021-08-06 16:28:35.907377,2021-08-06 08:28:53.100000,2021-8-6 8:28:35.099999914,1300,649,-4265,-937,4414.679490064936,216,297,14,4,1.2847190757839262,103.81163692410415,38.51629545662814,1199,2104,15
36,40,2021-08-06 16:28:35.916325,2021-08-06 08:28:53.200000,2021-8-6 8:28:35.199999914,1300,712,-4216,-953,4380.617422236276,203,279,14,4,1.284719577556678,103.81163730806546,38.53498942070169,1289,2256,15
36,40,2021-08-06 16:28:36.019123,2021-08-06 08:28:53.300000,2021-8-6 8:28:35.299999914,1300,768,-4159,-987,4342.9568268634675,166,221,14,4,1.2847200021764387,103.81163781584355,38.5612209907942,1292,2254,15
36,40,2021-08-06 16:28:36.114804,2021-08-06 08:28:53.400000,2021-8-6 8:28:35.399999914,1300,813,-4091,-995,4288.038595908391,137,183,14,4,1.2847203814632693,103.81163843226669,38.57168985039935,1293,2250,15
36,40,2021-08-06 16:28:36.219915,2021-08-06 08:28:53.500000,2021-8-6 8:28:35.499999913,1300,850,-4030,-1007,4239.9821933588355,138,187,14,4,1.2847206456287068,103.81163893620254,38.594056329406925,1256,2178,15
37,41,2021-08-06 16:28:36.303592,2021-08-06 08:28:53.600000,2021-8-6 8:28:35.599999913,1300,884,-3971,-1021,4194.369797716935,149,210,15,4,1.284720941798176,103.8116395973954,38.63289965048919,1331,2327,15
37,41,2021-08-06 16:28:36.426270,2021-08-06 08:28:53.700000,2021-8-6 8:28:35.699999918,1300,908,-3902,-1023,4134.803139207476,142,202,15,4,1.2847211738430337,103.81164035578726,38.66829308316508,1376,2425,15
37,41,2021-08-06 16:28:36.615628,2021-08-06 08:28:53.800000,2021-8-6 8:28:35.799999918,1300,930,-3830,-1029,4073.4065596254936,138,199,15,4,1.2847212911334864,103.81164091798045,38.681537455772705,1325,2340,15
37,41,2021-08-06 16:28:36.623420,2021-08-06 08:28:53.900000,2021-8-6 8:28:35.899999918,1300,962,-3770,-1015,4021.0159164071956,125,180,15,4,1.2847215196471218,103.8116414493403,38.684475756804844,1332,2357,15
37,41,2021-08-06 16:28:36.793956,2021-08-06 08:28:54.000000,2021-8-6 8:28:35.999999917,1300,1000,-3698,-1022,3964.806174329333,145,210,15,4,1.284721755260389,103.81164202202277,38.70704063948186,1432,2539,15
37,41,2021-08-06 16:28:36.921982,2021-08-06 08:28:54.100000,2021-8-6 8:28:36.099999917,1300,1029,-3615,-1039,3899.562411348227,132,191,15,4,1.2847219316312086,103.81164271499775,38.73691648222384,1403,2492,15
37,41,2021-08-06 16:28:36.949047,2021-08-06 08:28:54.200000,2021-8-6 8:28:36.199999917,1300,1045,-3559,-1033,3850.4019270720296,135,196,15,4,1.2847220221760043,103.81164327273235,38.7475748154798,1343,2389,15
37,41,2021-08-06 16:28:37.025158,2021-08-06 08:28:54.300000,2021-8-6 8:28:36.299999916,1300,1059,-3494,-1027,3792.6568523925284,123,177,15,4,1.2847220697831252,103.81164384389449,38.753845587346916,1400,2494,15
37,41,2021-08-06 16:28:37.114914,2021-08-06 08:28:54.400000,2021-8-6 8:28:36.399999916,1300,1056,-3441,-1021,3741.3978671079612,128,186,15,4,1.284722011411427,103.81164435822812,38.75940833828807,1275,2275,15
37,41,2021-08-06 16:28:37.249561,2021-08-06 08:28:54.500000,2021-8-6 8:28:36.499999916,1300,1030,-3387,-1020,3684.164627157695,105,154,15,4,1.2847217905167236,103.81164495533925,38.76670149082676,1352,2416,15
37,41,2021-08-06 16:28:37.311073,2021-08-06 08:28:54.600000,2021-8-6 8:28:36.599999916,1300,991,-3335,-1032,3628.9571504772553,113,167,15,4,1.284721469159111,103.81164561073388,38.79389242158146,1407,2518,15
